matchNum,teamNum,teamColor,locations,outcomes,climbLevel,initLinePassed,autonCount,humanPlayerScored,climbTime,brickTime,defenseTime,scouterName,comments
6,7157,blue,[12|12|13|13|7|7|8|8|3|3|18|18|7|7|9|9|7|7|9|9|12|9|9|8|9],['m'|'m'|'u'|'u'|'m'|'l'|'l'|'u'|'u'|'m'|'l'|'l'|'u'|'l'|'m'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'m'|'u'|'u'],0,True,2,False,0,0,0,Saloni Shah,they didn’t attempt climb. they had really smooth and fast driving  no tipping. they were really consistent with their shots  either making them in the upper or lower. 
6,8020,red,[14|19],['u'|'u'],4,True,0,False,36,0,0,shounak,wcd w turret  very stable climb  had better shooting potential  
6,5419,red,[2|9|9|14|14],['u'|'u'|'u'|'m'|'u'],3,False,1,False,32,29,4,Charlie,was bricked for half the time  but had a really good climb. didn’t make a lot of shits  failed to pick up a few 
6,766,blue,[8|7|7|18],['m'|'u'|'m'|'m'],2,True,0,False,15,0,116,Deeya,picked up slowly  missed a few  went to the climb in the last 15 secs and was successful (quick climb) 
6,8404,blue,[8|7|13],['u'|'m'|'m'],3,True,1,False,22,0,0,Sophia Z,traversal time should be a few seconds shorter; goes to climb early and latches onto the mid bar but only starts climbing higher near the end  
6,8020,red,[7|6|12|14|14],['u'|'u'|'m'|'u'|'u'],4,True,1,False,36,0,0,Adheet,precise driving  but not very fast  can climb any bar 
7,4643,red,[],[],0,False,0,False,0,119,0,Adheet, bricked entire match
7,8033,blue,[18|18|7|7|7|7|7|2|7|9|9|2|7|9|9|12|12|14|9],['u'|'m'|'u'|'u'|'m'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'m'|'u'|'u'],0,True,2,False,0,0,0,shounak,very fast stable swerve with high range  played well when pressured by defense 
7,2204,red,[13|13|13],['l'|'l'|'m'],0,True,1,False,0,0,35,Ada,Pretty fast  but drove aimlessly around in circles. Has a really unreliable intake cause once they take in balls they can be easily just knocked out of the bot before they make it into the shooter 
7,2204,red,[13|13],['l'|'l'],0,False,0,False,0,0,12,Charlie,was on the offensive a pot  despite shooting  very sparingly  wandered around mindlessly  
7,1458,blue,[13|13],['m'|'m'],0,False,0,False,0,0,0,Saloni Shah,they spent most of the match just driving around in circles. their shooter was a claw trying to drop the balls into the lower hub. 
7,7539,red,[],[],4,False,0,False,79,0,0,Elena,didnt attempt any shots - started climbing with 105 secs left 
7,7667,blue,[7|7|7|7|7],['m'|'u'|'u'|'u'|'u'],0,True,1,False,0,0,0,Deeya,only shot 1 at a time  only shot upper  no climb 
7,8033,blue,[8|8|8],['l'|'l'|'m'],0,True,1,False,0,0,79,ethan,got a few pentalties for ramming  mostly defended 8033 
7,8033,blue,[17|7|7|7|7|7|7|12|9|9|2|2|9|9|12|4|2],['u'|'u'|'m'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'],0,True,1,False,0,0,0,Sophia Z,There is an extra missed shot in the bottom 2nd to the right box. In the box above that  they made 4-5 shots (to upper)  but it seems to have disappeared after I clicked on that box and then pressed X 
8,5458,red,[13|13|8|8|8|8],['m'|'m'|'l'|'l'|'l'|'l'],2,True,3,False,16,0,18,ethan,were kinda doing some random stuff in middle of match not shooting or defending 
8,7419,blue,[8|8|7|7|8|7|18],['u'|'u'|'l'|'l'|'l'|'l'|'l'],2,True,2,False,32,0,0,shounak,wcd w turret but only shoots lower  driving is very jerky 
8,687,red,[8|8],['m'|'m'],1,False,2,False,2,0,33,Charlie,was playing defense on the other robots 24/7. did not attempt to make a single shot outside of the auton time.  
8,973,blue,[18|18|12|17|17|9|9|3|3|2|2|9|4|4|14|14|18|18|12|3|3],['u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'u'|'u'|'m'|'m'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],3,True,5,False,12,0,0,Saloni Shah,they have a turret for shooting. bumped into a lot of other robots while driving but mostly could make shots even with a bot playing defense 
8,3189,red,[],[],0,False,0,False,11,0,74,Ada,Tried to do defense and was really bad at it. Was slowly climbing (to mid) and then at the end timer they just let go 
8,299,blue,[13|12|7|8],['u'|'u'|'m'|'m'],0,False,0,False,0,0,45,Deeya,missed a lot  spent a lot of time looking for balls  got tag teamed by 2-3 bots 
8,3189,red,[],[],2,False,0,False,13,0,0,Elena,no shots attempted 
8,7419,blue,[7|7|8|8|8|8|8],['u'|'u'|'l'|'l'|'l'|'l'|'l'],2,False,2,False,26,0,0,sania gupta,climb timer stopped a couple seconds late.  
8,5458,red,[13|13|8|8|8],['m'|'m'|'l'|'l'|'l'],2,True,2,False,18,0,0,Adheet,might have trouble driving on far side of field 
8,7419,blue,[8|8|13],['u'|'l'|'l'],2,True,1,False,21,0,0,Sophia Z,For the most part  the robot shot balls into the lower hub. When intaking  the robot had to bump into something to knock the ball into the robot. 
9,1072,red,[4|4|4|14|14|4|9|4|4|4|14|14|9|9|9|9|9|9],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],0,True,10,True,20,0,0,Kabir, Great robot!!! 
9,6619,blue,[8|8|8|8|8|8],['l'|'l'|'m'|'l'|'l'|'l'],0,True,0,False,0,0,0,sania gupta,scored two balls at once in lower hub 
9,2035,blue,[12|7|7|12|12|12|17|12|12|7|7],['m'|'m'|'u'|'m'|'u'|'m'|'m'|'m'|'u'|'u'|'u'],2,True,1,False,5,6,0,Akul,Very slow  lots of spin on ball  many misses 
9,6981,blue,[],[],0,False,0,False,0,60,0,Sathvik Chundru,Did not do anything the whole match Moved backwards and forwards the whole time very slightly  
9,1662,red,[7|2|2|3|7|7|12|7],['m'|'u'|'u'|'m'|'u'|'u'|'m'|'m'],2,True,1,False,26,0,0,ethan,
9,8048,red,[8|8|8|13|13|13|8],['l'|'m'|'l'|'l'|'l'|'l'|'m'],0,True,1,False,0,0,120,Deeya,ran into our robot  DNP  picked up two  usually got only 1 in  aggressive 
9,1662,red,[7|2|2|3|7|7|7],['u'|'u'|'u'|'m'|'u'|'u'|'m'],3,True,1,False,6,0,3,Sophia Z,
10,1836,blue,[13],['l'],4,True,1,False,0,0,0,Sathvik Chundru,
10,1836,blue,[8],['l'],4,True,0,False,26,1,20,ethan,intake may have been jammed  very good defense  started climb at 1 min left 
10,1836,blue,[7],['l'],4,True,0,False,22,1,0,Ada,Not great at shooting / driver is mediocre  but climb was good. They finished with mucho time to spare 
10,751,blue,[7|7|7|7|7|7|18|7|7],['u'|'u'|'m'|'m'|'u'|'u'|'m'|'u'|'u'],0,True,1,False,0,0,0,sania gupta,reached climbing late 
10,7137,red,[2|7|9|2|7|2|4],['u'|'m'|'u'|'m'|'m'|'m'|'u'],0,False,0,False,0,0,53,Deeya,decent accuracy in the beginning (messed up at the end)  attempted only upper  decent speed  went for the climb but didnt make the climb in time. 
10,3257,red,[12|12|7|7|18|3],['u'|'m'|'m'|'m'|'u'|'m'],2,True,0,False,6,0,0,Sophia Z,The climb time is a second or two off. 
10,2551,blue,[7|7|7|7|12|12|8|12|12|12|7|7|7|7|7|8|8],['u'|'u'|'m'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'m'|'m'|'u'|'u'|'u'|'u'],4,True,7,False,17,0,0,Akul,Consistent shots  similar climb as we have  climb is sturdy  little swing  lots of spin on ball but still fairly consistent  dynamic climber hooks don’t pivot 
11,1160,blue,[3|3|4|4|4|4|18|18|19|19],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'],2,True,0,True,11,0,0,ethan,
11,1160,blue,[6|2|2|7|3|3|3|12|12|17|17],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'],1,True,1,False,0,0,0,aimee,pretty consistent shooting and good driving  
11,701,blue,[17|7|7|9],['u'|'u'|'m'|'u'],1,True,4,True,0,0,0,Sathvik Chundru,
11,701,blue,[7|12|7|7|2|2|2|9|9],['u'|'u'|'u'|'u'|'m'|'u'|'u'|'m'|'u'],1,True,1,False,9,0,0,Ada,Climbed low because mid was alr occupied by the other two alliance partners 
11,2288,blue,[17|17|12|12|8|7|7],['u'|'u'|'l'|'l'|'l'|'l'|'l'],2,True,2,True,6,0,0,Akul,Intake takes a while  doesn’t work very well  barely hangs off the ground with mid bar  shot mostly lows  didn’t do much in auton 
11,1160,blue,[3|4|4|18|18|19|19],['u'|'u'|'u'|'u'|'m'|'u'|'u'],2,True,0,False,8,0,0,sania gupta,started climb from mid rung. accurate shooting into upper hub 
11,766,red,[],[],0,True,0,False,7,0,0,Kabir,Bot had intake and carried 2 balls throughout entire match yet did not score or do any defense. It just ran around the field a ton (so it’s probably not an FMS or comms issue). Did not finish climb.  
11,254,red,[18|12|12|12|19|19|19|12|12|18|18|18|17|7|7|17|13|13|19|19|17|17|12|12],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],4,True,5,False,3,0,0,Sophia Z,254 missed one shot in teleop  but I forgot to put it in. Either way  they’re cracked. 
11,1678,red,[2|4|4|2|3|7|3|3|7|7|9],['u'|'m'|'m'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'],4,True,0,False,12,0,0,Deeya,climb time is actually around 6 secs  very fast  pretty accurate  efficient 
12,4643,blue,[18|13|13|18|18|13],['m'|'m'|'m'|'m'|'m'|'l'],0,True,0,False,0,0,0,sania gupta,very inconsistent shooting. missed most shots 
12,7539,red,[8|7],['u'|'m'],0,True,1,False,0,0,0,Kabir,Team had tons of trouble with intake  also tried climbing at 45 seconds but didn’t end up completing the climb.  
12,8020,blue,[7|2|2|7|12],['u'|'u'|'u'|'u'|'m'],4,True,1,False,0,0,0,aimee,seemed like they could only shoot from far away  had to keep backing up to shoot after getting balls  
12,8020,blue,[8|7|7|2|7|17],['u'|'u'|'u'|'u'|'u'|'m'],4,True,2,False,42,0,0,ethan,single shot shooter  consistent and accurate shooting  climbing swings a lot but is very stable 
12,4643,blue,[16|16|11|11|11|11|11],['m'|'m'|'m'|'m'|'m'|'m'|'m'],0,False,0,False,0,15,0,Akul,Very slow  didn’t move during auton or shoot  missed every ball  has double intake from front and back but balls got jammed in shooter 
12,8020,blue,[17|12|14|14],['m'|'m'|'l'|'l'],4,True,4,False,0,0,0,Sathvik Chundru,
12,7157,red,[18|18|18|7|18|18|14|14|18|18|19|19|12|12|18|18|12],['m'|'u'|'u'|'u'|'l'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'m'|'u'|'u'|'u'],0,True,1,False,0,0,0,Sophia Z,Robot’s shooting was pretty accurate  but because the robot is quite tall  it sometimes wobbled whilst moving around. 
12,8091,red,[],[],0,True,0,False,17,0,0,Deeya,scoreboard wasnt up so i did the wrong robot at first  tried to climb but hooks failed  i put no climb but it might have been very close to low climb (unsure) 
13,3669,blue,[],[],0,True,0,False,0,77,3,ethan,bricked and didnt do anything most of the time 
13,3669,blue,[],[],0,True,0,False,0,26,0,Ada,Got stuck on something 
13,687,blue,[],[],1,True,0,False,0,0,63,Sathvik Chundru,
13,2204,blue,[7|8|18|13|7|8|8],['u'|'l'|'l'|'l'|'l'|'l'|'l'],0,True,1,False,0,0,0,aimee,seemed like they could only do lower/something was wrong with their shooter  
13,5419,red,[17|17|12|12|14|14|4|4|12],['u'|'u'|'u'|'m'|'u'|'u'|'u'|'u'|'u'],4,True,4,False,36,0,0,Kabir,Very good offense bot  easily handled intake  very accurate shots  started climb early at 45 seconds but got traversal.  
13,2204,blue,[8|8|13|13|13|8|8|8|8],['l'|'l'|'m'|'l'|'l'|'l'|'l'|'l'|'l'],0,True,1,False,0,0,0,sania gupta,only lower hub shots 
13,4904,red,[],[],0,True,0,False,0,0,127,Deeya,failed to pick up balls  moved around for offense  stopped at the end for about 5 seconds  did not attempt climb 
13,8033,red,[7|12|12|17|12|9|9|12|12],['u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'u'],0,True,1,False,2,0,0,Sophia Z,When shooting  the robot has to be somewhere by itself  where it can stop and set up. However  the robot is pretty accurate. 8033 primarily focuses on shooting. 
13,3669,blue,[],[],0,True,0,False,0,83,0,Akul,Never shot  couldn’t intake balls  very difficult for them to pick up balls  battery fell out of bot and got stuck under them preventing them from moving 
14,6918,blue,[13|9|8|8],['u'|'m'|'u'|'u'],0,False,4,False,0,0,0,Sathvik Chundru,
14,3598,blue,[8|8|7|17|7|7],['u'|'u'|'u'|'u'|'u'|'u'],1,True,1,False,24,0,0,aimee,decent driving and shooting  only ever did one ball at a time  
14,6918,blue,[4|7|7|8|8],['m'|'u'|'u'|'u'|'u'],0,True,0,False,0,0,0,Ada,Positioned themselves to shoot many times but only shot once. Had to get right up against the hub 
14,3598,blue,[8|8|3|7|7|18|7|7],['l'|'l'|'m'|'u'|'u'|'u'|'m'|'u'],2,True,2,False,32,0,0,sania gupta,difficulty getting past mid rung. pretty consistent shooting into upper hub 
14,5700,red,[8|7|7|7|7|13|13],['l'|'l'|'l'|'l'|'l'|'l'|'l'],2,True,0,False,17,10,0,Sophia Z,After getting in position (location) to shoot  the robot takes a long time to prepare and actually shoot.
14,5728,red,[12|2],['u'|'u'],0,True,0,False,10,0,66,Deeya,failed climb  very good aim just the problem was that the bot couldnt pick up the balls  hard time picking up cargo 
14,2367,red,[],[],0,True,0,False,0,101,0,Kabir,Drivers couldn’t control robot well  bumper fell off at beginning  then they rammed into another bot and didn’t move the rest of the match.  
14,5728,red,[17|7|19],['u'|'u'|'m'],2,True,1,True,3,0,30,ethan,tried to climb and got hooks on mid but did not get far off ground 
15,7667,blue,[7|7|7|12],['m'|'u'|'m'|'m'],0,True,4,False,0,0,0,Sathvik Chundru,
15,299,red,[],[],0,False,0,False,0,119,0,Deeya,was down the entire time 
15,7137,red,[17|17|16],['m'|'m'|'m'],0,False,0,False,15,0,0,Kabir,Bot had some intake trouble and was too powerful  missed all shots because it threw too far even from a distance. Seemed like arm got jammed in climb.  
15,751,blue,[12|12|12|12|12|12|18|18|18],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'l'],0,True,0,False,0,0,0,sania gupta,consistent upper hub shooting  
15,2035,blue,[17],['m'],2,True,1,False,13,0,91,Akul,Unable to intake balls  rammed into walls a lot  never shot  slow climb  only able to climb mid  uses grappling hooks to climb 
15,8404,red,[7|7|7|7|7|7|8|13|13],['m'|'m'|'m'|'m'|'m'|'m'|'u'|'u'|'u'],0,True,1,False,12,0,0,Michael Tran,pretty easily tipping robot  pretty slow cycles  shoots rly close to the hub  didn’t get their hooks properly aligned for climb  not a great showing 
15,8404,red,[7|8|8|8|7|7|8|13|13],['m'|'u'|'m'|'m'|'m'|'m'|'u'|'u'|'u'],0,True,1,False,17,0,0,Sophia Z,Driving was a bit rough  and when attempting the climb  robot could not fully latch onto the bar. 
16,1678,blue,[12|12|19|12|12|7|13|14|18|7|7|9|7],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],4,True,2,False,4,0,0,Elena,
16,1836,red,[7|8|8],['l'|'m'|'m'],0,True,1,False,0,73,0,Shahzeb Lakhani,Only went for lower goal. Missed most shots. Bumper fell off early and bricked for the rest of it in the climb zone. 
16,1836,red,[13|13],['m'|'m'],0,True,0,False,0,28,0,aimee,missed their shots into lower and then their bumper fell off and they sat in the climb area for the rest of the match 
16,6981,blue,[],[],0,False,0,False,0,0,94,Sophia,Didn't shoot any balls nor climb  purely defense bot. Played against us this round and ended up defending against us.  
16,1662,blue,[7|7|7|7|7|7|7|7|2],['m'|'m'|'u'|'m'|'u'|'m'|'u'|'u'|'u'],2,True,1,False,28,0,0,shounak,twitchy wcd  alignment issues (ball hits upper rim) 
16,766,red,[7|12],['l'|'m'],0,True,2,False,0,0,0,Brendon Hayes,Only shot two shots and spent the rest of the time driving around not shooting  but also not on defense either. Didn’t climb either  didn’t even attempt to.  
16,1072,red,[18|18|17|18|18|18|18|18|18|7|7|17|17|18|18|18|18],['u'|'m'|'m'|'m'|'m'|'m'|'u'|'m'|'m'|'m'|'u'|'m'|'u'|'u'|'m'|'u'|'u'],2,True,3,False,12,0,0,ethan,
16,1072,red,[18|18|17|18|18|18|18|18|18|7|7|18|18|18|18|18|18],['u'|'m'|'m'|'m'|'m'|'m'|'u'|'m'|'m'|'m'|'u'|'m'|'u'|'u'|'m'|'u'|'u'],2,True,3,False,19,0,0,Michael Tran,6981 played p good defense on us  shooter wasn’t great (could be a product of defense messing just slightly with limelight)  cycles were slow also because of defense  but some tipping going on as well 
16,1072,red,[17|17|17|13|13|13|18|18|8|8|13|13|13],['u'|'m'|'m'|'u'|'m'|'m'|'u'|'m'|'m'|'u'|'u'|'u'|'u'],2,True,3,False,0,0,0,Sophia Z,I don’t think the data here is accurate lol (but 1072 best robot). 
17,254,red,[18|18|17|17|19|19|2|2|2|2|7|3|3|4|4|8|7|7|18|19|19|3|3|4|4|3|3|3|2],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'],4,True,4,False,13,0,0,Michael Tran,super fast and accurate cycles  misses were mostly just unlucky bounces  it’s 254 lol 
17,973,blue,[13|13|13|14|14|4|4|4|4|2],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],2,True,3,False,32,25,0,aimee,did really good + fast shooting but then parked outside the climb area for ~30 secs towards the end of the match not doing anything  tried to climb but dropped 
17,254,red,[18|18|17|17|18|18|2|2|7|7|7|3|3|4|4|3|7|7|19|19|3|3|4|4|3|3|12|12],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],4,True,4,False,16,0,0,Shahzeb Lakhani,Skrted around the bots and shot from anywhere. Took a lot of one ball shots this Match. Took a while to set up climb 
17,7157,blue,[7|17|12|12|13|3|8|18|7|7],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],2,False,0,False,15,0,0,Elena,Consistent shots 
17,701,red,[12|7|7|17|17|18|18|12|12],['u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'],0,True,0,False,0,0,0,Sophia Z,Robot did not make many mistakes and overall was consistent. 
17,973,blue,[17|17|17|19|19|4|4],['u'|'u'|'u'|'m'|'u'|'u'|'u'],2,True,3,False,6,54,0,Sophia,973 stopped shooting balls randomly. When climbing  they climbed to mid level  stopped  and then broke climber. 
17,4643,blue,[],[],0,False,0,False,0,124,0,shounak,very jerky drive train  tipped  shot almost at random 
17,701,red,[12|12|7|7|7|12|12],['u'|'u'|'u'|'u'|'u'|'u'|'u'],0,True,5,False,0,0,0,Brendon Hayes,Pretty consistent on their shots  robot has good build  drivers have some trouble efficiently getting balls and shooting them. Only one hook extended during climb  would have climbed if 254 not there. 
18,5274,red,[4|4|8|8|8],['m'|'u'|'u'|'m'|'u'],3,True,0,False,4,32,0,aimee,got stuck for about 30 seconds at the start of the match but started moving again later on 
18,2288,blue,[13|8|8],['m'|'l'|'l'],2,True,0,False,2,0,0,shounak,twitchy wcd  weird intake  very bulky for little substance  
18,4904,red,[7|17],['m'|'m'],0,False,0,False,0,1,0,Shahzeb Lakhani,Musty ass bot. Moved like 0.3 m/s and missed all shots. Couldn’t even intake smh my head. 
18,3669,blue,[7],['m'],3,True,1,False,30,0,54,Sophia,Not sure if they were defending because they got in the way of their alliance sometimes. Almost climbed to traversal  but part of climber was still on high rung. 
18,5274,red,[3|3|3|3|7|7],['m'|'u'|'m'|'u'|'u'|'u'],2,True,0,False,6,43,0,Brendon Hayes,Got stuck on climbing structure during auton  got un stuck after a bit. Pretty consistent with shooting and picking up  but has to wait a few seconds before shooting. Also drivers are pretty good. 
18,8033,blue,[7|7|7|7|7|7|7|7|9|9|14|14|19|19|7|3|3|12|12],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'],0,True,1,False,0,0,0,Michael Tran,rly speedy  decently fast cycles (super fast when balls are near and field is clear)  rly good accuracy  got like 1.5 cycles in during endgame  frankly they look rly good 
18,8033,blue,[7|12|7|7|7|9|14|7|3|11],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],0,True,1,False,0,0,0,Elena,high accuracy smooth driving 
19,5728,blue,[2|7|7],['u'|'u'|'u'],2,True,0,False,24,0,0,shounak,swerve  dysfunctional intake  slow shooter 
19,6662,blue,[8],['m'],0,True,0,False,0,48,5,Sophia,Bricked for most of the time. In-took no balls and missed their ball during auto 
19,5419,blue,[17|17|17|17|13|13|17|17|17|17|4|4],['u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'m'],4,True,4,False,25,0,0,aimee,good driving and shooting  did traversal to highest rung but couldn’t let go of the rung behind them  
19,7419,red,[12|12|8|8|8|9],['u'|'m'|'m'|'l'|'l'|'m'],2,True,1,False,29,0,0,Brendon Hayes,Drivers consistent but chickened out from shooting upper  limelight tuning is a little off  shooting short. Uses elevator for climbing  kinda slow 
19,3598,red,[8|3|3|12|7|3|4|2|12],['m'|'u'|'u'|'u'|'m'|'u'|'m'|'u'|'u'],3,True,1,False,34,0,0,Sophia Z,
19,8048,red,[13|13|13|13|13|13|13|13|13|13|13|13|13|13|13],['m'|'l'|'l'|'l'|'m'|'l'|'l'|'l'|'l'|'m'|'l'|'m'|'l'|'m'|'l'],0,True,1,False,0,0,0,Shahzeb Lakhani,Stupid loser team. Can only shoot from right next to the goal with 60% accuracy into lower. Can only shoot from the same spot too. Almost went to menace another climb. 
19,5419,blue,[12|12|12|13|7|3],['u'|'u'|'u'|'u'|'u'|'u'],4,True,2,False,23,0,0,Elena,
19,3598,red,[8|8|3|3|7|7|3|3|7|7|7],['l'|'l'|'u'|'u'|'u'|'m'|'u'|'m'|'u'|'m'|'u'],3,True,2,False,32,0,0,Michael Tran,one at a time shooter  p ok accuracy  solid overall  left like 10 sec early for endgame cuz p slow climb  one time where they stopped rly hard and tipped A BUNCH but other than that just ok. 
20,5458,blue,[8|7|8|8|8|7|8],['l'|'l'|'m'|'m'|'m'|'l'|'l'],2,True,1,False,22,0,0,shounak,fast wcd  has potential as good defense bot 
20,8404,red,[8|8|8|7|8|3|2],['u'|'m'|'u'|'u'|'u'|'m'|'u'],0,True,2,False,18,0,0,aimee,tried to traverse but fell off 
20,6619,blue,[13|13|13|8|13|13|8|8|8|8|13|13|8|8],['m'|'l'|'m'|'l'|'l'|'m'|'l'|'m'|'l'|'m'|'m'|'m'|'m'|'l'],0,True,1,False,0,0,0,Sophia,Not very consistent  missed around every other ball. 
20,8091,red,[],[],0,True,0,False,31,0,0,Shahzeb Lakhani,Basically did nothing the entire match. Didn’t even play defense. Hung out in climb area until climb time. Tried to climb onto 2nd rung but failed to pull itself up. Battery problems? 
20,8404,red,[8|8|8|8|8|8|8],['u'|'u'|'m'|'u'|'u'|'m'|'u'],0,True,1,False,13,0,0,Brendon Hayes,Driving pretty consistent. Always seem to need to be up against hub to shoot  but consistent upper hub shots. Got to high rung but then their arms fell off and they fell down 
20,5458,blue,[8|8|8|8|8|8|8],['l'|'l'|'m'|'m'|'l'|'m'|'l'],2,True,1,False,10,0,0,Michael Tran,rly rly slow cycles  always goes right up to hub for lower and somehow missed a few shots still  missed intake on supposed 2 ball auton 
20,3257,red,[17|17|17|17|13|17|17|18|18],['u'|'u'|'u'|'u'|'m'|'u'|'m'|'m'|'u'],1,True,1,True,4,4,0,Sophia Z,Robot takes quite a bit of time setting up to shoot. 
20,2204,blue,[],[],0,True,0,False,0,0,0,Elena,Bot picked up other team's ball and couldn't eject - didn't attempt any shots - didn't attempt climb either 
23,1678,red,[12|12|17|17|18|17|17|18|18|17|17|18|18|17|17|17|17|17|18|18|19|17|12|7|7|7|7|7|7|7|7|7|7|7|7],['u'|'m'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'m'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'|'u'],4,True,4,False,16,0,0,ethan,very fast cycle  sometimes woulf pick up 3 balls  skip high beam 
23,2288,blue,[13|12|7|7|7|7|12|12],['m'|'l'|'l'|'l'|'m'|'l'|'l'|'l'],2,True,8,False,2,0,0,Sophia,Intake is small  failed to intake a lot of cargo. Only went for lower hub. 
22,7539,red,[],[],4,True,0,False,75,14,0,Sophia Z,Robot’s shooting skills are unknown because all of teleop was spent on the climb. 
23,751,blue,[12|12|7|7|12],['m'|'u'|'u'|'u'|'m'],0,False,0,False,0,0,0,Elena,very slow and wobbly - few shots 
23,3189,blue,[8|7|8],['l'|'m'|'m'],0,True,0,False,0,0,34,Brendon Hayes,Played some defense  missed all attempted shots and accidentally made lower once. Spent a lot of time not doing anything  just driving around. Their intake has to be precise  but their drive team cant 
